Station_ID,Latitude,Longitude,Image_URL
3514800,3.82,-51.88,
3631210,-0.4167,-53.7,
3649410,-17.16667,-53.13333,
3650535,-4.75,-40.07,
3650765,-7.07,-38,
3653181,-24.31667,-47.63333,
